id,ime,dolzina,sirina,leto,uporabljenost,cena,lokacija
535800,MONTE CARLO 65 - 2015,19.82,5.21,2015,Used Boat,1499000,Croatia
516158,Monte Carlo Yachts 65,19.82,5.21,2014,Used Boat,1390000,Croatia
548801,Sunseeker Manhattan 60 MK2,19.6,5.0,2009,Used Boat,730000,Croatia
539663,Sunseeker Manhattan 60,19.6,5.0,2009,Used Boat,750000,Croatia
527962,VILLABOAT INTERNATIONAL B.V. OCEAN BEAST,19.58,11.1,2020,Used Boat,2500000,Croatia
477497,MOTORSAILER CARLA,19.52,5.07,1976,Used Boat,250000,Croatia
331513,Rondolini e Figli Ketch 64,19.52,5.07,1976,Used Boat,240000,Croatia
533324,Princess 62 FLY - 2008 - 4 KABINEN,19.3,5.03,2008,Used Boat,699000,Croatia
481378,Princess 62,19.3,5.03,2009,Used Boat,805000,Croatia
480261,Elegance 60 Open,19.3,5.3,2009,Used Boat,689000,Croatia
547217,Sessa C68,19.24,5.07,2012,Used Boat,950000,Croatia
520298,Burger Boat Burger 63' Classic Motor Yacht,19.22,4.9,1961,Used Boat,340000,Croatia
540968,Elegance 64,19.1,5.5,2009,Used Boat,799000,Croatia
466226,Yaretti 1910,19.1,5.16,1991,Used Boat,175400,Croatia
530975,Azimut 62S,19.06,4.9,2009,Used Boat,659000,Croatia
549349,Fairline SQUADRON 62,19.02,5.28,1992,Used Boat,290000,Croatia
520915,Jeanneau Prestige 630,19.02,5.13,2018,Used Boat,1095000,Croatia
530558,"Solaris 60 One, Bill Tripp design",18.91,5.1,2010,Used Boat,885000,Croatia
537394,Admiral 62 FLY - BJ. 2001,18.9,4.98,2001,Used Boat,349000,Croatia
525116,Astor 59,18.9,4.9,1991,Used Boat,139000,Croatia
319083,Fairline Targa 62,18.88,4.75,2006,Used Boat,350000,Croatia
536799,Princess 61,18.77,4.88,2003,Used Boat,449000,Croatia
369728,ABSOLUTE 62 FLY,18.65,5.05,2019,New Boat from Stock,1490000,Croatia
537542,Princess 60,18.61,4.83,2014,Used Boat,1280000,Croatia
517789,Princess 60,18.61,4.83,2012,Used Boat,949000,Croatia
506708,Princess 60,18.61,4.83,2012,Used Boat,990000,Croatia
517471,Riva 59 Mercurius,18.58,4.72,2003,Used Boat,585000,Croatia
513415,Cranchi 60 ST,18.52,4.85,2018,Used Boat,820000,Croatia
536808,Odisej Lacarak BRUCE ROBERTS TRAWLER TY,18.5,5.8,2013,Used Boat,540000,Croatia
505607,Guy Couach 185,18.5,4.75,2000,Used Boat,295000,Croatia
395340,Reichel Pugh 60,18.5,4.01,2002,Used Boat,450000,Croatia
518231,Bénéteau Oceanis 60,18.45,5.0,2015,Used Boat,450000,Croatia
514396,Sunseeker Predator 58,18.44,4.6,1999,Used Boat,270000,Croatia
540240,Azimut 60 Flybridge,18.4,5.05,2018,Used Boat,1500000,Croatia
491225,Absolute 60 Fly,18.4,5.05,2017,Used Boat,1300000,Croatia
345761,Azimut 62 S,18.4,4.9,2006,Used Boat,499000,Croatia
542308,Princess 60,18.37,4.79,2012,Used Boat,990000,Croatia
504982,Sunseeker Predator 58,18.35,4.59,1999,Used Boat,270000,Croatia
552477,Ferretti 592,18.33,5.25,1995,Used Boat,134000,Croatia
364702,Selene 54,18.24,5.08,2024,New Boat from Stock,1192000,Slovenia
546995,Princess V58,18.19,4.62,2009,Used Boat,499000,Croatia
455411,Princess V 58,18.19,4.62,2008,Used Boat,490000,Croatia
433491,Princess V58 HT,18.19,4.6,2007,Used Boat,479000,Croatia
487719,Hershine Pilothouse Trawler 57,18.06,4.91,2004,Used Boat,455000,Croatia
533249,Azimut S6,18.0,4.65,2020,Used Boat,1370000,Croatia
475029,Sunseeker Predator 57,18.0,4.7,2015,Used Boat,820000,Croatia
527985,Prestige Yachts Flybridge 550,17.92,4.79,2016,Used Boat,798000,Croatia
516693,Ferretti 58S/185,17.9,5.6,1994,Used Boat,250000,Croatia
544264,Jeanneau Prestige 550,17.88,4.78,2013,Used Boat,770000,Croatia
545950,Ferretti 590,17.86,5.25,2005,Used Boat,600000,Croatia
515935,Explorer 58,17.84,5.2,2015,Used Boat,1400000,Slovenia
522863,"Galeon 560 Fly, NEW BOAT",17.82,4.82,2023,New Boat on Order,1210500,Slovenia
518747,Princess 58,17.8,4.8,2008,Used Boat,670000,Croatia
509805,Bénéteau Sense 57,17.78,5.4,2017,Used Boat,520000,Croatia
506859,Werfat Vogel Motor Yacht,17.74,4.36,1966,Used Boat,370000,Croatia
540013,Wauquiez Centurion 57,17.71,4.96,2013,Used Boat,515000,Croatia
534734,Wauquiez Centurion 57,17.7,4.95,2013,Used Boat,515000,Croatia
525616,Princess V58 - MODEL 2008 - 400 STUNDEN,17.68,4.6,2007,Used Boat,479990,Croatia
511232,Princess F55,17.65,4.88,2020,Used Boat,1495000,Croatia
544358,Absolute 56 FLY,17.64,4.79,2022,Used Boat,2000000,Croatia
477926,Sunseeker Manhattan 52,17.6,4.63,2008,Used Boat,499000,Croatia
425327,Sunseeker Predator 52,17.6,4.63,2011,Used Boat,650000,Croatia
548376,Princess 56,17.53,4.9,2013,Used Boat,920000,Croatia
536408,Fairline Squadron 55/58,17.5,4.7,1998,Used Boat,259000,Croatia
546864,Fairline Squadron 55,17.4,4.5,1996,Used Boat,275000,Croatia
543552,Aicon 56,17.4,4.8,2007,Used Boat,359000,Croatia
490583,Aicon 56 FLY - MODEL 2007,17.4,4.8,2007,Used Boat,349000,Croatia
327966,Grand Soleil  56 Race,17.4,4.1,2003,Used Boat,110000,Croatia
484201,President 57,17.35,5.45,1991,Used Boat,149000,Croatia
552365,Jeanneau 58,17.28,5.0,2018,Used Boat,550000,Croatia
527281,Sunseeker Manhattan 52,17.21,4.87,2017,Used Boat,1400000,Croatia
551769,Hanse 588,17.2,5.2,2019,Used Boat,525000,Croatia
515186,Hanse 588,17.2,5.2,2020,Used Boat,579800,Croatia
533632,Dufour 56 Exclusive,17.15,5.05,2018,Used Boat,594000,Croatia
488022,Dufour 56 Exclusive,17.15,5.05,2019,Used Boat,495000,Croatia
379887,Dufour 560 Grand Large,17.15,5.05,2016,Used Boat,385000,Croatia
487759,Pearlsea 56 Coupe,17.07,4.47,2017,Used Boat,490000,Croatia
375749,Sunseeker Predator 52,17.02,4.63,2008,Used Boat,420000,Croatia
347426,Cantieri di Baia Baia 54 Aqua HT,17.0,4.75,2004,Used Boat,295000,Croatia
466222,Johnson 56,16.97,4.2,1998,Used Boat,170000,Croatia
543782,Mystic 55,16.95,4.77,1999,Used Boat,425000,Croatia
544867,Azimut 55 FLY,16.9,4.9,2020,Used Boat,1440000,Croatia
521287,Rodman 54 Muse,16.89,4.72,2008,Used Boat,450000,Croatia
544418,Bénéteau Oceanis 55,16.78,4.96,2017,Used Boat,390000,Croatia
522191,Bénéteau Oceanis 55,16.78,4.96,2017,Used Boat,390000,Croatia
548906,Bavaria 56 Cruiser,16.75,4.76,2015,Used Boat,288200,Croatia
543010,Jeanneau Sun Odyssey 54 DS,16.75,4.86,2003,Used Boat,265000,Croatia
350480,Bavaria 55 Cruiser,16.75,4.87,2011,Used Boat,250000,Croatia
524770,More 55,16.7,5.0,2006,Used Boat,1200000,Croatia
536478,Abati Yachts 55 Portland,16.68,5.32,2006,Used Boat,500000,Croatia
533491,Pershing 5X,16.57,4.37,2022,Used Boat,1250000,Croatia
537399,High Performance 55,16.5,4.5,1991,Used Boat,140000,Croatia
517472,Cayman 62,16.5,5.0,2004,Used Boat,380000,Croatia
513818,Princess 56,16.5,4.74,2014,Used Boat,995000,Croatia
479562,Apreamare 54,16.5,5.08,2006,Used Boat,390000,Croatia
230003,Bertram 54,16.46,5.16,2000,Used Boat,470000,Croatia
463394,Selene 50 Eurodeck,16.43,4.78,2024,New Boat from Stock,945300,Slovenia
463344,Selene 49,16.43,4.78,2024,New Boat from Stock,886300,Slovenia
544972,Azimut 54 Flybridge,16.4,4.74,2013,Used Boat,899000,Croatia
542304,Fairline Squadron 52,16.34,4.65,2001,Used Boat,349000,Croatia
551770,Hanse 548,16.22,5.05,2022,Used Boat,480000,Croatia
550157,Hanse 548,16.22,5.05,2018,Used Boat,298800,Croatia
549224,Hanse 548,16.22,5.05,2019,Used Boat,800000,Croatia
444390,Hanse 548,16.22,5.05,2018,Used Boat,358800,Croatia
545010,Galeon 500 Fly,16.2,4.46,2020,Used Boat,990000,Croatia
539037,Galeon 530,16.2,4.7,2007,Used Boat,470000,Croatia
537076,Galeon 530,16.2,4.7,2008,Used Boat,470000,Croatia
