id,ime,kategorija,dolzina,sirina,leto,uporabljenost,cena,lokacija
545893,Lagoon 42,['Catamaran'],12.8,7.7,2017,Used Boat,440000,Croatia
542299,Eurobanker TRAWLER  42,['Trawler'],12.8,4.25,1980,Used Boat,89000,Croatia
540953,Azimut 40,"['Flybridge', 'Motor Yacht']",12.8,4.05,2020,Used Boat,535000,Croatia
518816,Elan Power E42,['Motor Yacht'],12.8,3.9,2006,Used Boat,226000,Croatia
509194,Lagoon 42,['Catamaran'],12.8,7.7,2019,Used Boat,495000,Croatia
495629,Lagoon 42,['Catamaran'],12.79,7.68,2023,Used Boat,546000,Croatia
522525,TRAWLER Monk 42,['Trawler'],12.75,4.27,1987,Used Boat,133000,Croatia
550739,Azimut 43,['Motor Yacht'],12.74,4.22,2008,Used Boat,260000,Croatia
509294,Atlantis 42,['Motor Yacht'],12.74,4.08,2006,Used Boat,189000,Croatia
512439,Princess V42,['Motor Yacht'],12.71,3.67,2000,Used Boat,155000,Croatia
510794,Princess V 42,['Motor Yacht'],12.71,3.67,1999,Used Boat,155000,Croatia
488832,Princess V42 - EW 2010,['Motor Yacht'],12.71,3.67,2010,Used Boat,320000,Croatia
550158,Bali 4.3 MY,['Power Catamaran'],12.7,7.12,2020,Used Boat,724400,Croatia
545894,Dufour 412 Grand Large,['Sailing Yacht'],12.7,4.2,2018,Used Boat,185000,Croatia
479949,Bruno Abbate PRIMATIST B41,['Hardtop'],12.7,4.06,2012,Used Boat,269000,Croatia
540351,Bénéteau GT41,"['Motor Yacht', 'Sport Boat', 'Trawler']",12.67,3.85,2023,New Boat from Stock,599000,Croatia
543884,Bénéteau GT41 / Gran Turismo 41,['Motor Yacht'],12.67,3.87,2023,New Boat from Stock,429000,Croatia
552526,Innovazione & Progetti Mira 43,['Motor Yacht'],12.66,4.15,2005,Used Boat,175000,Croatia
535953,Innovazioni e Progetti Mira 43,['Motor Yacht'],12.66,4.15,2006,Used Boat,149000,Croatia
552364,Princess V40,['Motor Yacht'],12.65,3.81,2022,Used Boat,730000,Croatia
512827,Innovazione & Progetti INNOVAZIONE PROG. Mira 43,['Motor Yacht'],12.65,4.15,2005,Used Boat,137500,Croatia
403535,Lagoon 421,['Catamaran'],12.61,7.53,2010,Used Boat,295000,Croatia
547025,Ta Yang Tayana 41+2,['Trawler'],12.6,3.38,1981,Used Boat,115000,Slovenia
502314,Betina 41,['Motorsailer'],12.6,4.2,2007,Used Boat,125000,Slovenia
496051,Mainship 37,['Motor Yacht'],12.6,4.1,1996,Used Boat,98900,Croatia
431124,Ta Yang Trawler TAYANA 41,['Trawler'],12.6,4.38,1981,Used Boat,115000,Slovenia
547144,Fountaine Pajot Astrea 42,['Catamaran'],12.58,7.2,2023,Used Boat,763000,Croatia
547143,Fountaine Pajot Astrea 42,['Catamaran'],12.58,7.2,2021,Used Boat,655000,Croatia
546837,Fountaine Pajot Astrea 42,['Catamaran'],12.58,7.2,2023,Used Boat,699000,Croatia
546836,Fountaine Pajot Astrea 42,['Catamaran'],12.58,7.2,2021,Used Boat,625000,Croatia
548241,Bavaria 41,['Sailing Yacht'],12.55,4.0,2003,Used Boat,105000,Croatia
531591,Wauquiez International Sas CENTURION 40,['Sailing Yacht'],12.55,3.85,2022,Used Boat,419000,Croatia
520049,Gobbi ATLANTIS 42,['Motor Yacht'],12.54,4.03,2005,Used Boat,185000,Croatia
550180,Galeon 430 Skydeck,"['Flybridge', 'Motor Yacht']",12.5,4.16,2022,Used Boat,599000,Croatia
549356,Dufour 430 GL,['Sailing Yacht'],12.5,4.3,2019,Used Boat,240000,Croatia
543059,X-Yachts X-412,['Sailing Yacht'],12.5,3.9,2001,Used Boat,119000,Croatia
542450,Novamarine Black Shiver 120,['RIB'],12.5,3.68,2020,Used Boat,449000,Croatia
533320,Dufour 430 GL,['Sailing Yacht'],12.5,4.3,2022,Used Boat,495000,Croatia
516326,Jeanneau CAP CAMARAT 12.5 WA,['Hardtop'],12.5,3.54,2020,Used Boat,399000,Slovenia
512277,Jeanneau CAP CAMARAT 12,['Motor Yacht'],12.5,3.58,2020,Used Boat,350000,Croatia
356893,Triplast Y 40,['Sailing Yacht'],12.5,4.12,2009,Used Boat,83500,Croatia
231011,Triplast Y 40,['Sailing Yacht'],12.5,4.2,1994,Used Boat,42000,Croatia
522690,Galeon 410 HTC NEW BOAT,['Hardtop'],12.48,3.95,2023,New Boat on Order,505700,Slovenia
505618,Meridian Yachts 391 SB Sedan,['Motor Yacht'],12.47,4.21,2010,Used Boat,345000,Croatia
551412,Bali Catamarans 4.2  4 Kabinen,['Catamaran'],12.46,7.08,2023,Used Boat,650000,Croatia
546069,Johnson 42,['Motor Yacht'],12.41,4.42,1993,Used Boat,25000,Croatia
551758,Hans Christian 41,['Sailing Yacht'],12.4,4.1,1990,Used Boat,165000,Croatia
545923,Hanse 415,['Sailing Yacht'],12.4,4.17,2016,Used Boat,184000,Croatia
544686,Hanse 418,['Sailing Yacht'],12.4,4.17,2024,New boat preordered,265340,Croatia
535406,Bavaria C42,['Sailing Yacht'],12.4,4.3,2023,Used Boat,290000,Croatia
508834,Posillipo MARTINICA 42 SPECIAL,['Motor Yacht'],12.4,4.29,1978,Used Boat,79000,Croatia
535089,Princess 415 Fly,"['Flybridge', 'Motor Yacht']",12.39,4.24,1990,Used Boat,65000,Croatia
291605,Bénéteau First 40.7 Prototype,['Sailing Yacht'],12.39,3.75,1994,Used Boat,110000,Croatia
548090,Bavaria C 42,['Sailing Yacht'],12.38,4.29,2022,Used Boat,259000,Croatia
551924,Bavaria 41 Cruiser,['Sailing Yacht'],12.35,3.96,2016,Used Boat,140000,Croatia
547008,Dufour 412 Grand Large,['Sailing Yacht'],12.35,4.2,2018,Used Boat,185000,Croatia
530230,X-Yachts 41,['Sailing Yacht'],12.35,3.64,2007,Used Boat,160000,Croatia
524971,Dufour 412 Grand Large,['Sailing Yacht'],12.35,4.2,2016,Used Boat,177000,Croatia
551024,Jeanneau Sun Odyssey 419,['Sailing Yacht'],12.34,4.0,2018,Used Boat,149000,Croatia
549363,Bénéteau Oceanis 411 Clipper,['Sailing Yacht'],12.34,3.94,1999,Used Boat,74000,Croatia
548502,Jeanneau Sun Odyssey 41 DS,['Sailing Yacht'],12.34,3.99,2014,Used Boat,225000,Croatia
539526,Jeanneau Sun Odyssey 419,['Sailing Yacht'],12.34,4.0,2018,Used Boat,149000,Croatia
539525,Jeanneau Sun Odyssey 419,['Sailing Yacht'],12.34,4.0,2018,Used Boat,149000,Croatia
524122,Sessa Oyster 38 Open,['Motor Yacht'],12.3,3.82,2000,Used Boat,109990,Croatia
550281,Bavaria E40 SEDAN,['Hardtop'],12.29,4.2,2017,Used Boat,175000,Croatia
530804,Bavaria E40 FLY,"['Flybridge', 'Motor Yacht']",12.29,4.2,2019,Used Boat,289000,Croatia
530803,Bavaria E40 FLY,"['Flybridge', 'Motor Yacht']",12.29,4.2,2018,Used Boat,269000,Croatia
552064,Sea Ray 37,['Cabin Cruiser'],12.26,3.9,1991,Used Boat,64000,Slovenia
550750,Raffaelli Shamal 40 HT,['Hardtop'],12.26,3.64,2003,Used Boat,90000,Slovenia
481089,Formosa Mandarin,['Sailing Yacht'],12.25,3.7,1985,Used Boat,85000,Croatia
536471,Fairline Targa 40,['Cabin Cruiser'],12.25,3.66,2005,Used Boat,178000,Croatia
332758,Kempers Kempala Kreuzer 1170,['Motor Yacht'],12.25,3.7,1987,Used Boat,62000,Croatia
549508,Azimut 39 Flybridge,"['Flybridge', 'Motor Yacht', 'Trawler']",12.22,4.06,2000,Used Boat,205000,Croatia
538046,Bavaria 400 Sport,['Cabin Cruiser'],12.21,3.99,2015,Used Boat,215000,Croatia
511043,Bavaria S40 Coupe,['Motor Yacht'],12.21,3.97,2019,Used Boat,249000,Croatia
507886,Bavaria 400,['Motor Yacht'],12.21,3.99,2015,Used Boat,220000,Croatia
484817,Bavaria S40 OPEN,['Motor Yacht'],12.21,3.97,2017,Used Boat,169000,Croatia
552155,"Jeanneau Sun Odyssé 40,3",['Sailing Yacht'],12.2,3.95,2005,Used Boat,95000,Croatia
540230,Jeanneau Sun Odyssey 40.3,['Sailing Yacht'],12.2,3.95,2004,Used Boat,119500,Croatia
535753,Bénéteau Monte Carlo 37,['Motor Yacht'],12.2,3.8,2010,Used Boat,195000,Croatia
349769,Cruisers Yachts 3672,['Motor Yacht'],12.2,4.0,2000,Used Boat,83900,Croatia
536111,Bavaria R40 Coupe,['Motor Yacht'],12.19,3.95,2020,Used Boat,495000,Croatia
529165,Grand Soleil  40,['Sailing Yacht'],12.19,3.8,2002,Used Boat,89000,Croatia
549399,Bénéteau Swift Trawler 44,['Motor Yacht'],12.17,4.25,2012,Used Boat,340000,Croatia
483259,Bavaria Lagoon 390,['Sailing Yacht'],12.15,3.97,1991,Used Boat,86500,Croatia
507890,Absolute 39 OPEN,['Motor Yacht'],12.09,3.95,2006,Used Boat,189000,Croatia
547936,Hanse 415,['Sailing Yacht'],12.04,4.17,2014,Used Boat,195000,Croatia
549737,"Jeanneau Voyage 12,50",['Sailing Yacht'],12.0,4.0,1989,Used Boat,40000,Croatia
548625,Sessa Oyster 40,"['Motor Yacht', 'Sport Boat']",12.0,3.95,2001,Used Boat,139000,Croatia
546088,Forbina 40,"['Flybridge', 'Motor Yacht']",12.0,3.96,2004,Used Boat,184500,Croatia
523500,Stama 37 ht,['Motor Yacht'],12.0,3.7,2006,Used Boat,135000,Slovenia
507278,The Swallow Scylla 36,['Sailing Yacht'],12.0,3.66,1979,Used Boat,65000,Croatia
477419,Salpa 38.5 Laver,['Motor Yacht'],12.0,3.86,2008,Used Boat,149000,Croatia
411590,Terra Nauta 40,['Motor Yacht'],12.0,4.0,2009,Used Boat,165000,Croatia
552011,Galeon 385HTS,"['Hardtop', 'Motor Yacht', 'Sport Boat']",11.99,3.84,2012,Used Boat,275000,Croatia
551484,Bavaria C42,['Sailing Yacht'],11.99,4.29,2021,Used Boat,390000,Croatia
551135,Greenline 40,['Hardtop'],11.99,4.25,2020,Used Boat,379000,Croatia
548501,Hanse 418,['Sailing Yacht'],11.99,4.17,2020,Used Boat,255000,Croatia
545370,Greenline 39,['Hardtop'],11.99,3.75,2023,Used Boat,365000,Croatia
544800,Leopard 40,['Catamaran'],11.99,6.72,2018,Used Boat,379000,Croatia
542159,Greenline 40,['Hardtop'],11.99,4.25,2021,Used Boat,397500,Croatia
534481,Leopard 40,['Catamaran'],11.99,6.72,2018,Used Boat,379000,Croatia
420217,Hanse 400e,['Sailing Yacht'],11.99,4.08,2008,Used Boat,109000,Croatia
551173,Bavaria E 40 Fly - 40,['Motor Yacht'],11.98,4.2,2017,Used Boat,229000,Croatia
547037,Innovazione & Progetti Mira 40,['Sport Boat'],11.98,3.66,2001,Used Boat,125000,Croatia
520583,Jeanneau Prestige 42 Fly,"['Flybridge', 'Motor Yacht']",11.98,4.16,2007,Used Boat,260000,Croatia
518230,Nautitech Catamarans 40 OPEN,['Catamaran'],11.98,6.91,2016,Used Boat,285000,Croatia
514239,Cranchi 43 Mediterranee,['Motor Yacht'],11.98,4.04,2008,Used Boat,190000,Slovenia
514120,Jeanneau PRESTIGE 42 S 42S,['Hardtop'],11.98,4.16,2008,Used Boat,242500,Croatia
425260,Nautitech Catamarans Open 40,['Catamaran'],11.98,6.91,2016,Used Boat,285000,Croatia
548088,Lagoon 400 S2,['Catamaran'],11.97,7.25,2014,Used Boat,275000,Croatia
546996,Rodman Spirit 42 Fly,"['Flybridge', 'Motor Yacht']",11.97,4.24,2013,Used Boat,265000,Croatia
524623,Lagoon 400 S2,['Catamaran'],11.97,7.25,2014,Used Boat,289000,Croatia
523119,Sealine C39,['Motor Yacht'],11.97,3.74,2005,Used Boat,175000,Croatia
547617,Bavaria 37 Sport,['Motor Yacht'],11.95,3.99,2009,Used Boat,158000,Croatia
545572,Bavaria 37 Sport,['Motor Yacht'],11.95,3.89,2007,Used Boat,159000,Croatia
543273,Cranchi Mediterranee 43,['Motor Yacht'],11.95,4.13,2013,Used Boat,329000,Croatia
539610,Sea Ray 375 DA Sundancer,['Motor Yacht'],11.95,3.66,2004,Used Boat,89000,Slovenia
535091,Sunseeker Mustique 42,['Motor Yacht'],11.95,3.97,1995,Used Boat,94000,Croatia
528617,Bavaria 420 VIRTESS FLY - BJ. 2019,"['Flybridge', 'Motor Yacht']",11.95,4.21,2019,Used Boat,659000,Croatia
496392,SACS Stratos 42,['RIB'],11.95,3.62,2009,Used Boat,99900,Croatia
533247,Dufour 390 Grand Large,['Sailing Yacht'],11.94,3.99,2019,Used Boat,170000,Croatia
539825,Bavaria 39 Cruiser,['Sailing Yacht'],11.93,3.97,2007,Used Boat,78000,Croatia
536092,Bavaria 39,['Sailing Yacht'],11.93,3.97,2006,Used Boat,84000,Croatia
463844,Bali Catamarans 4.0,['Catamaran'],11.93,6.72,2017,Used Boat,289900,Croatia
544803,Edership Symbol 41 DC,"['Flybridge', 'Motor Yacht']",11.92,4.09,1993,Used Boat,126000,Croatia
551433,Edership Astor 39,['Motor Yacht'],11.9,4.1,1989,Used Boat,74500,Croatia
513412,Rodman 44 FLY,"['Flybridge', 'Motor Yacht']",11.9,4.1,2003,Used Boat,195000,Croatia
525023,SAS-Vektor 39,"['Classic Sailing Yacht', 'Daysailer', 'Sailing Yacht']",11.89,3.85,1990,Used Boat,56000,Croatia
539400,SAS Vector 39,['Sailing Yacht'],11.89,3.85,1990,Used Boat,59000,Croatia
536093,Bali Catamarans 4.0,['Catamaran'],11.88,6.72,2018,Used Boat,299000,Croatia
552581,Bénéteau Cyclades 39,['Sailing Yacht'],11.86,3.95,2007,Used Boat,95000,Croatia
534777,Innovazioni e Progetti Mira 37,['Motor Yacht'],11.86,3.7,2003,Used Boat,118500,Croatia
549036,Elan Impression 40.1,['Sailing Yacht'],11.83,3.91,2022,Used Boat,234900,Croatia
522790,Cranchi ATLANTIQUE 38,['Motor Yacht'],11.83,3.83,1995,Used Boat,115000,Croatia
528639,Faeton 11.80 Moraga,['Motor Yacht'],11.8,3.95,2005,Used Boat,100000,Croatia
546552,Bavaria 37 Sport,['Motor Yacht'],11.77,3.85,2008,Used Boat,99500,Croatia
548927,Jeanneau SO 40.3,"['Cruising Yacht', 'Sailing Yacht']",11.75,3.95,2004,Used Boat,109500,Croatia
537172,Jeanneau Sun Odyssey 40.3,['Sailing Yacht'],11.75,3.95,2004,Used Boat,109900,Croatia
446613,Edership 37,"['Flybridge', 'Motor Yacht']",11.75,3.98,1987,Used Boat,75000,Croatia
546688,Lagoon 40,['Catamaran'],11.74,6.76,2020,Used Boat,420000,Croatia
546681,Lagoon 40,['Catamaran'],11.74,6.76,2019,Used Boat,369000,Croatia
536091,Lagoon 39,['Catamaran'],11.74,6.79,2017,Used Boat,290000,Croatia
520613,Lagoon 39,['Catamaran'],11.74,6.79,2013,Used Boat,283000,Croatia
495388,Lagoon 40,['Catamaran'],11.74,6.76,2020,Used Boat,458000,Croatia
548773,Lagoon 40,['Catamaran'],11.73,6.76,2023,Used Boat,520000,Croatia
522214,Bavaria 38 Cruiser,['Sailing Yacht'],11.72,3.9,2008,Used Boat,75000,Croatia
551995,Fiart Mare 35 SW,['Center Console'],11.7,3.8,2023,Display Model,495000,Slovenia
551294,Galeon 390 HT,['Hardtop'],11.7,3.66,2009,Used Boat,185000,Croatia
534232,Grand Soleil  37BC,['Sailing Yacht'],11.7,3.57,2008,Used Boat,145000,Croatia
482780,President 37,['Motor Yacht'],11.7,3.91,1988,Used Boat,64800,Croatia
341550,Wellcraft 360,['Fishing Boat'],11.7,4.16,2006,Used Boat,199000,Croatia
547406,Bavaria 47,['Sailing Yacht'],11.68,4.45,2009,Used Boat,169000,Croatia
537061,Jeanneau Prestige 390S,['Motor Yacht'],11.67,3.89,2012,Used Boat,270000,Croatia
508833,Bavaria S40 Coupe,['Hardtop'],11.65,3.99,2022,New Boat from Stock,420309,Croatia
537981,Hallberg-Rassy HALLBERG RASSY 38,['Sailing Yacht'],11.61,3.5,1978,Used Boat,65000,Croatia
536945,Hallberg-Rassy HALLBERG RASSY 38,['Sailing Yacht'],11.61,3.5,1978,Used Boat,65000,Croatia
451536,Jeanneau LEADER 36,['Motor Yacht'],11.61,3.61,2019,Used Boat,255000,Croatia
544943,Scachner Boote FLAGSHIP 38 SCHACHNER,"['Flybridge', 'Motor Yacht']",11.6,3.95,1995,Used Boat,82000,Croatia
544068,Cruisers 360,['Motor Yacht'],11.6,3.8,2008,Used Boat,179000,Croatia
537830,Jeanneau Leader 36,['Motor Yacht'],11.6,3.6,2020,Used Boat,339000,Croatia
503633,Salona 380,['Sailing Yacht'],11.6,3.72,2017,Used Boat,183000,Croatia
517879,Reflex 38,['Sailing Yacht'],11.58,3.9,2002,Used Boat,70000,Croatia
544896,Lagoon 40,['Catamaran'],11.57,6.76,2019,Used Boat,380000,Croatia
519253,Bavaria S40 Coupe,['Motor Yacht'],11.56,3.99,2016,Used Boat,250000,Croatia
427777,Grandezza 37 CA,['Hardtop'],11.55,3.5,2023,New boat preordered,474200,Croatia
403517,Lagoon 380,['Catamaran'],11.55,6.53,2011,Used Boat,193000,Croatia
550972,SACS STRIDER 11 outboard SUNDECK,['Center Console'],11.51,3.79,2013,Used Boat,169000,Croatia
535954,Jeanneau Leader 36,['Motor Yacht'],11.51,3.62,2020,Used Boat,339000,Croatia
521627,SACS 11 Strider,['RIB'],11.51,3.73,2019,Used Boat,269000,Croatia
543783,Viko S35,['Sailing Yacht'],11.5,3.74,2023,New Boat from Stock,142000,Croatia
533785,Cranchi M38HT,['Hardtop'],11.5,3.8,2017,Used Boat,300000,Slovenia
530595,Galeon 375 GTO NEW BOAT,['Cabin Cruiser'],11.5,3.65,2023,New Boat on Order,384100,Slovenia
514561,Salona 38,['Sailing Yacht'],11.5,3.62,2012,Used Boat,94500,Slovenia
501384,Salona 38,['Daysailer'],11.5,3.62,2012,Used Boat,98000,Croatia
501235,Salona 38,['Sailing Yacht'],11.5,3.62,2012,Used Boat,96000,Croatia
285211,Elan Impression 384,['Sailing Yacht'],11.5,3.9,2010,Used Boat,109500,Croatia
273873,Elan Impression 384,['Sailing Yacht'],11.5,3.9,2005,Used Boat,71000,Croatia
527732,"Sunbeam 34S (37,5ft)",['Sailing Yacht'],11.45,3.45,1993,Used Boat,78000,Croatia
543918,Bavaria 36 Holiday,['Sailing Yacht'],11.45,3.68,1998,Used Boat,54000,Croatia
516579,Riviera 3350,"['Flybridge', 'Motor Yacht']",11.45,4.08,2004,Used Boat,150000,Croatia
533154,Sea Ray 375 DA,['Motor Yacht'],11.43,3.66,2004,Used Boat,149500,Croatia
516410,Leopard 38,['Catamaran'],11.43,6.04,2010,Used Boat,214000,Croatia
550663,Nauticat MS Nauticat 38,"['Deck Saloon', 'Ketch', 'Motorsailer']",11.42,3.4,1981,Used Boat,119000,Croatia
551078,Bavaria 36,['Classic Sailing Yacht'],11.4,3.6,2004,Used Boat,65000,Croatia
545907,Rodman 38,['Motor Yacht'],11.4,3.95,2004,Used Boat,159000,Croatia
545386,Invictus GT370,['Motor Yacht'],11.4,3.5,2022,Used Boat,552950,Croatia
523986,Delphia 37.3,['Sailing Yacht'],11.4,3.61,2007,Used Boat,85000,Croatia
478083,Lefevre Dervin 12 Sloop,['Classic Sailing Yacht'],11.4,3.8,1938,Used Boat,64800,Croatia
492916,Sealine 39 SC,['Hardtop'],11.37,3.74,2006,Used Boat,165000,Croatia
552232,Contest 38 S Ketch,"['Ketch', 'Sailing Yacht']",11.36,3.65,1980,Used Boat,79500,Croatia
530506,Bavaria 37 Cruiser,['Sailing Yacht'],11.35,3.8,2007,Used Boat,72000,Croatia
548089,Jeanneau Sun Odyssey 389,['Sailing Yacht'],11.34,3.76,2018,Used Boat,142000,Croatia
534482,Jeanneau Sun Odyssey 389,['Sailing Yacht'],11.34,3.76,2017,Used Boat,135000,Croatia
530977,Bavaria 37 Cruiser,['Sailing Yacht'],11.33,3.8,2007,Used Boat,72000,Croatia
521508,Bavaria C38,['Keelboat'],11.31,3.98,2023,Used Boat,239000,Croatia
501534,Absolute 39,['Motor Yacht'],11.31,3.95,2014,Used Boat,118000,Croatia
551801,Nauticat 331 Ketch,"['Ketch', 'Sailing Yacht']",11.3,3.4,2012,Used Boat,185000,Croatia
551295,Nauticat 331,['Sailing Yacht'],11.3,3.4,2012,Used Boat,185000,Croatia
550084,Nauticat 331,['Sailing Yacht'],11.3,3.4,2012,Used Boat,185000,Croatia
550054,Bavaria 37 Cruiser,['Sailing Yacht'],11.3,3.67,2014,Used Boat,118000,Croatia
537848,NAUTICAT 331,"['Motorsailer', 'Sailing Yacht']",11.3,3.4,2012,Used Boat,185000,Croatia
540312,Bavaria 37 Cruiser,['Sailing Yacht'],11.3,3.67,2015,Used Boat,110000,Croatia
536504,Midnight Express 37 cabin,['Fishing Boat'],11.3,3.5,2015,Used Boat,115000,Croatia
528995,Bavaria Cruiser 37,['Sailing Yacht'],11.3,3.67,2018,Used Boat,148000,Croatia
487338,Lenny Gear AC DC DAYCRUISER (,['Sailing Yacht'],11.3,3.4,2005,Used Boat,70000,Croatia
517779,Bénéteau Swift Trawler 35,['Trawler'],11.29,3.96,2020,Used Boat,289000,Croatia
469816,Salona 37,['Sailing Yacht'],11.29,3.6,2005,Used Boat,120000,Croatia
546600,Najad 370,['Sailing Yacht'],11.25,3.63,1993,Used Boat,105000,Croatia
538125,Axopar 37 Sun Top Brabus-Line,"['Bowrider', 'Motor Yacht', 'Sport Boat']",11.2,3.3,2019,Used Boat,260000,Croatia
534583,Sunseeker Tomahawk 37,['Motor Yacht'],11.2,3.2,1991,Used Boat,110000,Croatia
549464,Nauticat 38,['Motorsailer'],11.2,3.4,1983,Used Boat,84000,Croatia
546054,Mainship TRAWLER  400,['Trawler'],11.2,4.3,2004,Used Boat,195000,Croatia
542444,Dufour 380 Grand Large,['Sailing Yacht'],11.2,3.99,2014,Used Boat,125000,Croatia
540217,Mainship 400,['Trawler'],11.2,4.35,1994,Used Boat,125000,Croatia
515611,Sea Ray 355 SUNDANCER,['Motor Yacht'],11.2,3.48,2005,Used Boat,93000,Croatia
420683,Bénéteau BENETEAU Oceanis 38.1,['Sailing Yacht'],11.13,3.99,2018,Used Boat,149000,Croatia
483156,Galeon 325HT,"['Cabin Cruiser', 'Hardtop', 'Motor Yacht']",11.1,3.35,2010,Used Boat,139000,Croatia
515205,Sealine C335v,['Motor Yacht'],11.01,3.5,2021,Used Boat,295000,Croatia
546795,Jeanneau Sun dance 36,['Sailing Yacht'],11.0,3.8,1990,Used Boat,48000,Croatia
540396,Gib Sea 37,['Sailing Yacht'],11.0,3.72,2003,Used Boat,70000,Croatia
545043,Mimi Libeccio 11 cabin,['Cabin Cruiser'],11.0,3.5,2023,New Boat from Stock,360120,Croatia
544404,Omega 36,['Sailing Yacht'],11.0,3.36,1987,Used Boat,40000,Croatia
535550,Independent Catamaran IC36,['Catamaran'],11.0,6.2,2021,Used Boat,420000,Croatia
526306,Greenline 36 neo coupe,['Cabin Cruiser'],11.0,3.4,2018,Used Boat,105000,Croatia
510793,Ferretti 36 Fly,"['Flybridge', 'Motor Yacht']",11.0,4.15,1990,Used Boat,70000,Croatia
473733,Viko Yachts S 35,['Sailing Yacht'],11.0,3.75,2021,Display Model,110000,Croatia
366755,Fountaine Pajot MY 37,['Power Catamaran'],11.0,5.1,2018,Used Boat,349000,Croatia
299430,Princess 37,['Motor Yacht'],11.0,3.78,1979,Used Boat,29000,Croatia
542511,Galeon 325 Open,['Motor Yacht'],10.99,3.3,2013,Used Boat,128000,Croatia
520352,Sea Ray 340,['Motor Yacht'],10.95,3.63,1989,Used Boat,47900,Croatia
537171,Bavaria 33 HT Sport,['Motor Yacht'],10.94,3.31,2020,Used Boat,209000,Croatia
552065,Cranchi Zaffiro 34,['Cabin Cruiser'],10.9,3.6,2007,Used Boat,109000,Slovenia
551617,Cruisers Yachts CRUISERS 3380 Esprit Fly,"['Flybridge', 'Motor Yacht', 'Trawler']",10.9,3.58,1991,Used Boat,55000,Croatia
552278,Fairline 36 Sedan Fly,['Flybridge'],10.87,4.05,1989,Used Boat,73000,Croatia
508784,Jeanneau Leader 40,['Motor Yacht'],10.87,3.9,2016,Used Boat,299000,Croatia
447706,Hucky Ketch 37,"['Ketch', 'Sailing Yacht']",10.86,3.45,2013,Used Boat,11800,Croatia
517502,Dufour 36 Classic,['Sailing Yacht'],10.82,3.77,2003,Used Boat,85000,Croatia
551160,Bavaria 36 Sport Open,['Motor Yacht'],10.8,3.59,2016,Used Boat,179000,Croatia
547205,Bavaria Sport 36 Coupe,['Motor Yacht'],10.8,3.59,2018,Used Boat,209000,Croatia
543910,Bavaria S 36 HT - 2020,['Hardtop'],10.8,3.59,2016,Used Boat,279000,Croatia
510037,Crownline 340,['Motor Yacht'],10.8,3.64,2008,Used Boat,99000,Slovenia
505985,Bénéteau Antares 10.80 Fly,"['Flybridge', 'Motor Yacht']",10.8,3.48,2008,Used Boat,89500,Croatia
480785,Bénéteau Antares 10.80 Fly,"['Flybridge', 'Motor Yacht']",10.8,3.48,2008,Used Boat,89000,Croatia
523580,Cobalt 343,['Sport Boat'],10.78,2.95,2006,Used Boat,99000,Croatia
551857,Dufour 35,['Sailing Yacht'],10.75,3.75,1974,Used Boat,39700,Croatia
466198,Starfisher 34,"['Flybridge', 'Motor Yacht']",10.74,3.68,2005,Used Boat,82900,Croatia
510050,Bayliner AVANTI EXPRESS 3255,['Motor Yacht'],10.71,3.35,1995,Used Boat,35000,Croatia
530483,Fiskars Finnsailer 35,['Motorsailer'],10.7,3.21,2008,Used Boat,125000,Croatia
515501,Elan 35 HT,['Hardtop'],10.68,3.5,2011,Used Boat,175000,Croatia
510942,Elan 35 POWER,['Motor Yacht'],10.67,3.49,2007,Used Boat,115000,Slovenia
540282,Bénéteau BENETEAU First 35,['Sailing Yacht'],10.66,3.64,2011,Used Boat,75000,Croatia
546053,Dufour 4800,['Sailing Yacht'],10.65,3.4,1981,Used Boat,23900,Croatia
522505,Jeanneau Espace 1000,['Sailing Yacht'],10.65,3.65,1985,Used Boat,37500,Croatia
464646,Maxum 3500 SY,['Motor Yacht'],10.64,3.71,2007,Used Boat,99500,Slovenia
513264,Broom & Son Co. Ltd BROOM 35 SEDAN,['Motor Yacht'],10.62,3.71,1979,Used Boat,37000,Croatia
549912,Elan E4,['Sailing Yacht'],10.6,3.5,2018,Used Boat,189000,Croatia
544947,Sessa C35,['Motor Yacht'],10.6,3.53,2008,Used Boat,89500,Croatia
530565,Elan E4 - delivery September 2023,['Sailing Yacht'],10.6,3.5,2023,New boat preordered,208900,Croatia
520908,Italboats Stingher 32 GT,['RIB'],10.6,3.43,2022,New Boat from Stock,180000,Croatia
515190,Sessa Oyster 35,['Motor Yacht'],10.6,3.53,2005,Used Boat,145000,Croatia
507245,Elan 350,['Sailing Yacht'],10.6,3.5,2012,Used Boat,85000,Croatia
505383,Cruisers 330,['Motor Yacht'],10.6,3.8,2007,Used Boat,125000,Croatia
549383,Hanse 355,['Sailing Yacht'],10.59,3.55,2021,Used Boat,250000,Croatia
535749,Sealine SC35,['Motor Yacht'],10.57,3.75,2009,Used Boat,215000,Croatia
495687,Jeanneau Leader 33,['Motor Yacht'],10.57,3.27,2020,Used Boat,178000,Croatia
551223,Jeanneau Leader 33,['Hardtop'],10.56,3.27,2019,Used Boat,255000,Croatia
543201,Vindö 50SL,['Ketch'],10.56,3.1,2017,Used Boat,259000,Croatia
513124,Jeanneau Leader 33,['Motor Yacht'],10.56,3.27,2020,Used Boat,186000,Croatia
508686,Carver Yachts Carver 346 Fly,"['Flybridge', 'Motor Yacht']",10.54,4.0,2002,Used Boat,79000,Croatia
